episode,reward,length,global_step
0,-106.561271,100,100
1,-390.034518,97,197
2,-73.386657,74,271
3,-73.314075,61,332
4,-266.242452,140,472
5,-79.68826,99,571
6,-258.301198,67,638
7,-82.496421,89,727
8,-224.749227,154,881
9,-323.80947,89,970
10,-276.956975,122,1092
11,-429.761185,114,1206
12,-441.216478,100,1306
13,-211.090463,143,1449
14,-89.499844,192,1641
15,-47.90151,145,1786
16,-248.589247,174,1960
17,-52.169658,129,2089
18,-90.811086,177,2266
19,-354.70475,153,2419
20,-63.60566,150,2569
21,-359.386855,165,2734
22,-19.318756,139,2873
23,-351.8134,135,3008
24,-411.776245,139,3147
25,-107.084235,251,3398
26,-93.57624,170,3568
27,-325.286871,261,3829
28,-192.639719,250,4079
29,-119.773518,226,4305
30,-113.058989,354,4659
31,196.445922,548,5207
32,118.470962,699,5906
33,-146.257101,631,6537
34,-178.458943,403,6940
35,-43.41099,429,7369
36,-88.092074,265,7634
37,-99.116847,355,7989
38,-43.976564,169,8158
39,-156.030593,452,8610
40,-236.202071,859,9469
41,-100.006936,367,9836
42,226.100951,319,10155
43,-188.586012,616,10771
44,-216.278804,687,11458
45,-83.110919,1000,12458
46,-63.595025,1000,13458
47,-75.097001,1000,14458
48,-51.960881,464,14922
49,163.800784,515,15437
50,-57.078703,1000,16437
51,-144.806099,523,16960
52,-248.499199,676,17636
53,-213.594431,726,18362
54,101.814119,987,19349
55,-131.316868,1000,20349
56,-69.937622,1000,21349
57,-96.35723,1000,22349
58,150.106124,786,23135
59,145.525323,835,23970
60,-32.949798,341,24311
61,25.061595,1000,25311
62,35.591331,1000,26311
63,-88.902232,450,26761
64,-142.158296,620,27381
65,-244.441216,675,28056
66,78.962267,761,28817
67,-124.696111,1000,29817
68,-219.401097,971,30788
69,-164.175828,917,31705
70,-98.999345,1000,32705
71,-57.585426,1000,33705
72,-60.268329,1000,34705
73,-80.713154,1000,35705
74,-91.061194,1000,36705
75,106.934887,729,37434
76,-49.350515,1000,38434
77,-72.876138,1000,39434
78,-111.014822,616,40050
79,11.461197,1000,41050
80,-71.319695,1000,42050
81,-36.412372,1000,43050
82,-74.211006,1000,44050
83,-151.040894,785,44835
84,-66.248543,1000,45835
85,-128.267834,1000,46835
86,-32.618368,1000,47835
87,-54.511288,1000,48835
88,-71.877574,435,49270
